#                             P           Q            P           Q
#                R                 5p                       6s 
  1236      4.1243E-03   5.4180E-03 -5.6247E-04   2.4309E-02 -5.6046E-03
  1237      4.1657E-03   5.5186E-03 -5.7295E-04   2.4466E-02 -5.6458E-03
  1238      4.2076E-03   5.6210E-03 -5.8362E-04   2.4624E-02 -5.6871E-03
  1239      4.2499E-03   5.7253E-03 -5.9448E-04   2.4782E-02 -5.7287E-03
  1240      4.2926E-03   5.8315E-03 -6.0553E-04   2.4940E-02 -5.7704E-03
  1241      4.3357E-03   5.9395E-03 -6.1679E-04   2.5099E-02 -5.8124E-03
  1242      4.3793E-03   6.0495E-03 -6.2825E-04   2.5258E-02 -5.8545E-03
  1243      4.4233E-03   6.1614E-03 -6.3991E-04   2.5417E-02 -5.8968E-03
  1244      4.4678E-03   6.2753E-03 -6.5178E-04   2.5576E-02 -5.9393E-03
  1245      4.5127E-03   6.3912E-03 -6.6386E-04   2.5736E-02 -5.9820E-03
  1246      4.5580E-03   6.5092E-03 -6.7616E-04   2.5895E-02 -6.0249E-03
  1247      4.6039E-03   6.6293E-03 -6.8868E-04   2.6055E-02 -6.0679E-03
  1248      4.6501E-03   6.7515E-03 -7.0142E-04   2.6215E-02 -6.1111E-03
  1249      4.6969E-03   6.8759E-03 -7.1439E-04   2.6375E-02 -6.1546E-03
  1250      4.7441E-03   7.0025E-03 -7.2759E-04   2.6535E-02 -6.1981E-03
  1251      4.7917E-03   7.1313E-03 -7.4103E-04   2.6695E-02 -6.2419E-03
  1252      4.8399E-03   7.2624E-03 -7.5470E-04   2.6855E-02 -6.2858E-03
  1253      4.8885E-03   7.3958E-03 -7.6861E-04   2.7015E-02 -6.3299E-03
  1254      4.9377E-03   7.5315E-03 -7.8277E-04   2.7175E-02 -6.3742E-03
  1255      4.9873E-03   7.6696E-03 -7.9718E-04   2.7336E-02 -6.4186E-03
  1256      5.0374E-03   7.8101E-03 -8.1185E-04   2.7496E-02 -6.4632E-03
  1257      5.0880E-03   7.9531E-03 -8.2677E-04   2.7656E-02 -6.5080E-03
  1258      5.1392E-03   8.0986E-03 -8.4196E-04   2.7816E-02 -6.5529E-03
  1259      5.1908E-03   8.2467E-03 -8.5741E-04   2.7975E-02 -6.5979E-03
  1260      5.2430E-03   8.3973E-03 -8.7314E-04   2.8135E-02 -6.6432E-03
  1261      5.2957E-03   8.5505E-03 -8.8914E-04   2.8294E-02 -6.6885E-03
  1262      5.3489E-03   8.7064E-03 -9.0542E-04   2.8454E-02 -6.7340E-03
  1263      5.4027E-03   8.8651E-03 -9.2199E-04   2.8612E-02 -6.7797E-03
  1264      5.4570E-03   9.0264E-03 -9.3885E-04   2.8771E-02 -6.8255E-03
  1265      5.5118E-03   9.1906E-03 -9.5600E-04   2.8930E-02 -6.8714E-03
  1266      5.5672E-03   9.3576E-03 -9.7345E-04   2.9088E-02 -6.9175E-03
  1267      5.6232E-03   9.5275E-03 -9.9120E-04   2.9245E-02 -6.9637E-03
  1268      5.6797E-03   9.7003E-03 -1.0093E-03   2.9403E-02 -7.0100E-03
  1269      5.7368E-03   9.8761E-03 -1.0276E-03   2.9560E-02 -7.0564E-03
  1270      5.7944E-03   1.0055E-02 -1.0463E-03   2.9716E-02 -7.1030E-03
  1271      5.8526E-03   1.0237E-02 -1.0653E-03   2.9872E-02 -7.1497E-03
  1272      5.9115E-03   1.0422E-02 -1.0847E-03   3.0028E-02 -7.1964E-03
  1273      5.9709E-03   1.0610E-02 -1.1044E-03   3.0183E-02 -7.2433E-03
  1274      6.0309E-03   1.0801E-02 -1.1244E-03   3.0337E-02 -7.2903E-03
  1275      6.0915E-03   1.0996E-02 -1.1448E-03   3.0491E-02 -7.3375E-03
  1276      6.1527E-03   1.1194E-02 -1.1655E-03   3.0644E-02 -7.3846E-03
  1277      6.2145E-03   1.1395E-02 -1.1865E-03   3.0796E-02 -7.4319E-03
  1278      6.2770E-03   1.1600E-02 -1.2080E-03   3.0948E-02 -7.4793E-03
  1279      6.3401E-03   1.1808E-02 -1.2298E-03   3.1099E-02 -7.5268E-03
  1280      6.4038E-03   1.2020E-02 -1.2519E-03   3.1249E-02 -7.5743E-03
  1281      6.4682E-03   1.2235E-02 -1.2745E-03   3.1398E-02 -7.6219E-03
  1282      6.5332E-03   1.2454E-02 -1.2974E-03   3.1546E-02 -7.6696E-03
  1283      6.5988E-03   1.2676E-02 -1.3207E-03   3.1694E-02 -7.7173E-03
  1284      6.6652E-03   1.2903E-02 -1.3444E-03   3.1840E-02 -7.7651E-03
  1285      6.7321E-03   1.3133E-02 -1.3685E-03   3.1986E-02 -7.8130E-03
  1286      6.7998E-03   1.3367E-02 -1.3931E-03   3.2130E-02 -7.8609E-03
  1287      6.8681E-03   1.3605E-02 -1.4180E-03   3.2274E-02 -7.9088E-03
  1288      6.9372E-03   1.3846E-02 -1.4434E-03   3.2416E-02 -7.9568E-03
  1289      7.0069E-03   1.4092E-02 -1.4691E-03   3.2557E-02 -8.0048E-03
  1290      7.0773E-03   1.4342E-02 -1.4954E-03   3.2696E-02 -8.0528E-03
  1291      7.1484E-03   1.4596E-02 -1.5220E-03   3.2835E-02 -8.1008E-03
  1292      7.2203E-03   1.4854E-02 -1.5491E-03   3.2972E-02 -8.1489E-03
  1293      7.2928E-03   1.5117E-02 -1.5767E-03   3.3108E-02 -8.1970E-03
  1294      7.3661E-03   1.5383E-02 -1.6047E-03   3.3242E-02 -8.2450E-03
  1295      7.4402E-03   1.5655E-02 -1.6331E-03   3.3375E-02 -8.2931E-03
  1296      7.5149E-03   1.5930E-02 -1.6621E-03   3.3506E-02 -8.3411E-03
  1297      7.5905E-03   1.6210E-02 -1.6915E-03   3.3636E-02 -8.3891E-03
  1298      7.6668E-03   1.6495E-02 -1.7214E-03   3.3764E-02 -8.4371E-03
  1299      7.7438E-03   1.6784E-02 -1.7518E-03   3.3891E-02 -8.4851E-03
  1300      7.8216E-03   1.7078E-02 -1.7828E-03   3.4015E-02 -8.5330E-03
  1301      7.9002E-03   1.7377E-02 -1.8142E-03   3.4138E-02 -8.5809E-03
  1302      7.9796E-03   1.7681E-02 -1.8461E-03   3.4260E-02 -8.6287E-03
  1303      8.0598E-03   1.7989E-02 -1.8785E-03   3.4379E-02 -8.6764E-03
  1304      8.1408E-03   1.8302E-02 -1.9115E-03   3.4496E-02 -8.7241E-03
  1305      8.2227E-03   1.8621E-02 -1.9450E-03   3.4611E-02 -8.7717E-03
  1306      8.3053E-03   1.8944E-02 -1.9791E-03   3.4724E-02 -8.8192E-03
  1307      8.3888E-03   1.9273E-02 -2.0137E-03   3.4835E-02 -8.8666E-03
  1308      8.4731E-03   1.9607E-02 -2.0489E-03   3.4944E-02 -8.9139E-03
  1309      8.5582E-03   1.9946E-02 -2.0846E-03   3.5051E-02 -8.9611E-03
  1310      8.6442E-03   2.0291E-02 -2.1210E-03   3.5155E-02 -9.0082E-03
  1311      8.7311E-03   2.0641E-02 -2.1578E-03   3.5257E-02 -9.0552E-03
  1312      8.8189E-03   2.0996E-02 -2.1953E-03   3.5356E-02 -9.1020E-03
  1313      8.9075E-03   2.1357E-02 -2.2334E-03   3.5453E-02 -9.1486E-03
  1314      8.9970E-03   2.1724E-02 -2.2721E-03   3.5547E-02 -9.1951E-03
  1315      9.0874E-03   2.2097E-02 -2.3114E-03   3.5639E-02 -9.2414E-03
  1316      9.1788E-03   2.2475E-02 -2.3514E-03   3.5728E-02 -9.2876E-03
  1317      9.2710E-03   2.2859E-02 -2.3919E-03   3.5814E-02 -9.3336E-03
  1318      9.3642E-03   2.3249E-02 -2.4331E-03   3.5897E-02 -9.3793E-03
  1319      9.4583E-03   2.3645E-02 -2.4750E-03   3.5978E-02 -9.4249E-03
  1320      9.5534E-03   2.4047E-02 -2.5175E-03   3.6055E-02 -9.4702E-03
  1321      9.6494E-03   2.4456E-02 -2.5607E-03   3.6129E-02 -9.5154E-03
  1322      9.7464E-03   2.4870E-02 -2.6045E-03   3.6200E-02 -9.5602E-03
  1323      9.8443E-03   2.5291E-02 -2.6491E-03   3.6268E-02 -9.6049E-03
  1324      9.9432E-03   2.5718E-02 -2.6943E-03   3.6333E-02 -9.6492E-03
  1325      1.0043E-02   2.6152E-02 -2.7402E-03   3.6394E-02 -9.6933E-03
  1326      1.0144E-02   2.6592E-02 -2.7869E-03   3.6452E-02 -9.7372E-03
  1327      1.0246E-02   2.7039E-02 -2.8342E-03   3.6507E-02 -9.7807E-03
  1328      1.0349E-02   2.7493E-02 -2.8823E-03   3.6558E-02 -9.8239E-03
  1329      1.0453E-02   2.7953E-02 -2.9311E-03   3.6605E-02 -9.8668E-03
  1330      1.0558E-02   2.8420E-02 -2.9807E-03   3.6648E-02 -9.9094E-03
  1331      1.0664E-02   2.8894E-02 -3.0310E-03   3.6688E-02 -9.9516E-03
  1332      1.0771E-02   2.9375E-02 -3.0820E-03   3.6723E-02 -9.9935E-03
  1333      1.0880E-02   2.9863E-02 -3.1339E-03   3.6755E-02 -1.0035E-02
  1334      1.0989E-02   3.0359E-02 -3.1865E-03   3.6783E-02 -1.0076E-02
  1335      1.1099E-02   3.0861E-02 -3.2399E-03   3.6806E-02 -1.0117E-02
  1336      1.1211E-02   3.1371E-02 -3.2941E-03   3.6826E-02 -1.0157E-02
  1337      1.1324E-02   3.1888E-02 -3.3491E-03   3.6841E-02 -1.0197E-02
  1338      1.1437E-02   3.2413E-02 -3.4050E-03   3.6851E-02 -1.0237E-02
  1339      1.1552E-02   3.2945E-02 -3.4616E-03   3.6857E-02 -1.0276E-02
  1340      1.1669E-02   3.3485E-02 -3.5191E-03   3.6859E-02 -1.0314E-02
  1341      1.1786E-02   3.4032E-02 -3.5775E-03   3.6856E-02 -1.0352E-02
  1342      1.1904E-02   3.4588E-02 -3.6367E-03   3.6848E-02 -1.0390E-02
  1343      1.2024E-02   3.5151E-02 -3.6968E-03   3.6835E-02 -1.0427E-02
  1344      1.2145E-02   3.5722E-02 -3.7577E-03   3.6817E-02 -1.0464E-02
  1345      1.2267E-02   3.6301E-02 -3.8195E-03   3.6795E-02 -1.0500E-02
  1346      1.2390E-02   3.6888E-02 -3.8822E-03   3.6767E-02 -1.0536E-02
  1347      1.2515E-02   3.7483E-02 -3.9458E-03   3.6734E-02 -1.0571E-02
  1348      1.2640E-02   3.8086E-02 -4.0103E-03   3.6696E-02 -1.0605E-02
  1349      1.2767E-02   3.8698E-02 -4.0758E-03   3.6652E-02 -1.0639E-02
  1350      1.2896E-02   3.9318E-02 -4.1421E-03   3.6603E-02 -1.0672E-02
  1351      1.3025E-02   3.9946E-02 -4.2094E-03   3.6548E-02 -1.0705E-02
  1352      1.3156E-02   4.0583E-02 -4.2777E-03   3.6488E-02 -1.0737E-02
  1353      1.3288E-02   4.1228E-02 -4.3469E-03   3.6422E-02 -1.0768E-02
  1354      1.3422E-02   4.1882E-02 -4.4171E-03   3.6350E-02 -1.0799E-02
  1355      1.3557E-02   4.2545E-02 -4.4882E-03   3.6273E-02 -1.0829E-02
  1356      1.3693E-02   4.3216E-02 -4.5604E-03   3.6189E-02 -1.0858E-02
  1357      1.3831E-02   4.3896E-02 -4.6335E-03   3.6099E-02 -1.0887E-02
  1358      1.3970E-02   4.4586E-02 -4.7076E-03   3.6003E-02 -1.0915E-02
  1359      1.4110E-02   4.5284E-02 -4.7827E-03   3.5901E-02 -1.0942E-02
  1360      1.4252E-02   4.5991E-02 -4.8589E-03   3.5792E-02 -1.0968E-02
  1361      1.4395E-02   4.6707E-02 -4.9361E-03   3.5677E-02 -1.0994E-02
  1362      1.4540E-02   4.7432E-02 -5.0143E-03   3.5555E-02 -1.1018E-02
  1363      1.4686E-02   4.8167E-02 -5.0936E-03   3.5426E-02 -1.1042E-02
  1364      1.4834E-02   4.8910E-02 -5.1739E-03   3.5291E-02 -1.1065E-02
  1365      1.4983E-02   4.9663E-02 -5.2552E-03   3.5149E-02 -1.1088E-02
  1366      1.5133E-02   5.0425E-02 -5.3377E-03   3.5000E-02 -1.1109E-02
  1367      1.5285E-02   5.1197E-02 -5.4212E-03   3.4844E-02 -1.1130E-02
  1368      1.5439E-02   5.1978E-02 -5.5058E-03   3.4681E-02 -1.1149E-02
  1369      1.5594E-02   5.2769E-02 -5.5915E-03   3.4510E-02 -1.1168E-02
  1370      1.5751E-02   5.3569E-02 -5.6784E-03   3.4332E-02 -1.1186E-02
  1371      1.5909E-02   5.4378E-02 -5.7663E-03   3.4147E-02 -1.1203E-02
  1372      1.6069E-02   5.5198E-02 -5.8553E-03   3.3954E-02 -1.1219E-02
  1373      1.6231E-02   5.6027E-02 -5.9455E-03   3.3754E-02 -1.1233E-02
  1374      1.6394E-02   5.6865E-02 -6.0368E-03   3.3546E-02 -1.1247E-02
  1375      1.6558E-02   5.7714E-02 -6.1292E-03   3.3330E-02 -1.1260E-02
  1376      1.6725E-02   5.8572E-02 -6.2228E-03   3.3106E-02 -1.1272E-02
  1377      1.6893E-02   5.9439E-02 -6.3175E-03   3.2874E-02 -1.1283E-02
  1378      1.7063E-02   6.0317E-02 -6.4134E-03   3.2635E-02 -1.1292E-02
  1379      1.7234E-02   6.1204E-02 -6.5104E-03   3.2387E-02 -1.1301E-02
  1380      1.7407E-02   6.2101E-02 -6.6086E-03   3.2131E-02 -1.1308E-02
  1381      1.7582E-02   6.3008E-02 -6.7080E-03   3.1866E-02 -1.1314E-02
  1382      1.7759E-02   6.3925E-02 -6.8086E-03   3.1593E-02 -1.1319E-02
  1383      1.7937E-02   6.4852E-02 -6.9104E-03   3.1312E-02 -1.1323E-02
  1384      1.8118E-02   6.5788E-02 -7.0133E-03   3.1022E-02 -1.1326E-02
  1385      1.8300E-02   6.6735E-02 -7.1175E-03   3.0724E-02 -1.1328E-02
  1386      1.8484E-02   6.7691E-02 -7.2229E-03   3.0416E-02 -1.1328E-02
  1387      1.8670E-02   6.8657E-02 -7.3294E-03   3.0100E-02 -1.1327E-02
  1388      1.8857E-02   6.9633E-02 -7.4372E-03   2.9776E-02 -1.1325E-02
  1389      1.9047E-02   7.0618E-02 -7.5462E-03   2.9442E-02 -1.1321E-02
  1390      1.9238E-02   7.1614E-02 -7.6564E-03   2.9099E-02 -1.1316E-02
  1391      1.9431E-02   7.2619E-02 -7.7678E-03   2.8747E-02 -1.1310E-02
  1392      1.9627E-02   7.3634E-02 -7.8804E-03   2.8386E-02 -1.1303E-02
  1393      1.9824E-02   7.4658E-02 -7.9943E-03   2.8015E-02 -1.1294E-02
  1394      2.0023E-02   7.5692E-02 -8.1094E-03   2.7636E-02 -1.1284E-02
  1395      2.0224E-02   7.6736E-02 -8.2257E-03   2.7247E-02 -1.1272E-02
  1396      2.0428E-02   7.7789E-02 -8.3432E-03   2.6848E-02 -1.1259E-02
  1397      2.0633E-02   7.8852E-02 -8.4620E-03   2.6440E-02 -1.1244E-02
  1398      2.0840E-02   7.9924E-02 -8.5820E-03   2.6023E-02 -1.1229E-02
  1399      2.1050E-02   8.1006E-02 -8.7032E-03   2.5596E-02 -1.1211E-02
  1400      2.1261E-02   8.2097E-02 -8.8256E-03   2.5159E-02 -1.1192E-02
  1401      2.1475E-02   8.3197E-02 -8.9493E-03   2.4713E-02 -1.1172E-02
  1402      2.1691E-02   8.4306E-02 -9.0742E-03   2.4257E-02 -1.1150E-02
  1403      2.1909E-02   8.5424E-02 -9.2003E-03   2.3791E-02 -1.1126E-02
  1404      2.2129E-02   8.6550E-02 -9.3277E-03   2.3316E-02 -1.1101E-02
  1405      2.2351E-02   8.7686E-02 -9.4562E-03   2.2830E-02 -1.1075E-02
  1406      2.2576E-02   8.8831E-02 -9.5860E-03   2.2335E-02 -1.1046E-02
  1407      2.2803E-02   8.9983E-02 -9.7169E-03   2.1830E-02 -1.1016E-02
  1408      2.3032E-02   9.1145E-02 -9.8491E-03   2.1315E-02 -1.0985E-02
  1409      2.3264E-02   9.2314E-02 -9.9825E-03   2.0790E-02 -1.0952E-02
  1410      2.3497E-02   9.3492E-02 -1.0117E-02   2.0255E-02 -1.0917E-02
  1411      2.3734E-02   9.4678E-02 -1.0253E-02   1.9710E-02 -1.0881E-02
  1412      2.3972E-02   9.5871E-02 -1.0390E-02   1.9155E-02 -1.0842E-02
  1413      2.4213E-02   9.7072E-02 -1.0528E-02   1.8590E-02 -1.0803E-02
  1414      2.4456E-02   9.8281E-02 -1.0667E-02   1.8016E-02 -1.0761E-02
  1415      2.4702E-02   9.9497E-02 -1.0807E-02   1.7431E-02 -1.0718E-02
  1416      2.4950E-02   1.0072E-01 -1.0949E-02   1.6836E-02 -1.0673E-02
  1417      2.5201E-02   1.0195E-01 -1.1092E-02   1.6231E-02 -1.0626E-02
  1418      2.5455E-02   1.0319E-01 -1.1235E-02   1.5617E-02 -1.0577E-02
  1419      2.5710E-02   1.0443E-01 -1.1380E-02   1.4992E-02 -1.0527E-02
  1420      2.5969E-02   1.0568E-01 -1.1526E-02   1.4358E-02 -1.0474E-02
  1421      2.6230E-02   1.0693E-01 -1.1673E-02   1.3714E-02 -1.0420E-02
  1422      2.6493E-02   1.0819E-01 -1.1821E-02   1.3060E-02 -1.0365E-02
  1423      2.6760E-02   1.0946E-01 -1.1970E-02   1.2396E-02 -1.0307E-02
  1424      2.7029E-02   1.1073E-01 -1.2121E-02   1.1723E-02 -1.0247E-02
  1425      2.7300E-02   1.1201E-01 -1.2272E-02   1.1040E-02 -1.0186E-02
  1426      2.7575E-02   1.1329E-01 -1.2424E-02   1.0347E-02 -1.0123E-02
  1427      2.7852E-02   1.1457E-01 -1.2577E-02   9.6449E-03 -1.0057E-02
  1428      2.8132E-02   1.1586E-01 -1.2731E-02   8.9334E-03 -9.9904E-03
  1429      2.8414E-02   1.1715E-01 -1.2886E-02   8.2126E-03 -9.9215E-03
  1430      2.8700E-02   1.1845E-01 -1.3042E-02   7.4825E-03 -9.8507E-03
  1431      2.8988E-02   1.1975E-01 -1.3199E-02   6.7432E-03 -9.7779E-03
  1432      2.9280E-02   1.2105E-01 -1.3357E-02   5.9949E-03 -9.7032E-03
  1433      2.9574E-02   1.2235E-01 -1.3515E-02   5.2377E-03 -9.6266E-03
  1434      2.9871E-02   1.2366E-01 -1.3675E-02   4.4717E-03 -9.5481E-03
  1435      3.0171E-02   1.2496E-01 -1.3835E-02   3.6969E-03 -9.4676E-03
  1436      3.0475E-02   1.2627E-01 -1.3996E-02   2.9137E-03 -9.3852E-03
  1437      3.0781E-02   1.2758E-01 -1.4157E-02   2.1220E-03 -9.3009E-03
  1438      3.1090E-02   1.2889E-01 -1.4320E-02   1.3220E-03 -9.2146E-03
  1439      3.1403E-02   1.3019E-01 -1.4483E-02   5.1396E-04 -9.1264E-03
  1440      3.1718E-02   1.3150E-01 -1.4646E-02  -3.0204E-04 -9.0363E-03
  1441      3.2037E-02   1.3280E-01 -1.4810E-02  -1.1258E-03 -8.9442E-03
  1442      3.2359E-02   1.3411E-01 -1.4975E-02  -1.9572E-03 -8.8501E-03
  1443      3.2684E-02   1.3541E-01 -1.5140E-02  -2.7959E-03 -8.7541E-03
  1444      3.3013E-02   1.3671E-01 -1.5306E-02  -3.6419E-03 -8.6562E-03
  1445      3.3345E-02   1.3800E-01 -1.5473E-02  -4.4948E-03 -8.5563E-03
  1446      3.3680E-02   1.3929E-01 -1.5639E-02  -5.3545E-03 -8.4545E-03
  1447      3.4018E-02   1.4058E-01 -1.5806E-02  -6.2208E-03 -8.3508E-03
  1448      3.4360E-02   1.4186E-01 -1.5974E-02  -7.0934E-03 -8.2452E-03
  1449      3.4705E-02   1.4313E-01 -1.6141E-02  -7.9721E-03 -8.1376E-03
  1450      3.5054E-02   1.4440E-01 -1.6309E-02  -8.8565E-03 -8.0282E-03
  1451      3.5406E-02   1.4566E-01 -1.6477E-02  -9.7466E-03 -7.9168E-03
  1452      3.5762E-02   1.4692E-01 -1.6646E-02  -1.0642E-02 -7.8036E-03
  1453      3.6122E-02   1.4816E-01 -1.6814E-02  -1.1542E-02 -7.6885E-03
  1454      3.6485E-02   1.4940E-01 -1.6983E-02  -1.2447E-02 -7.5715E-03
  1455      3.6851E-02   1.5063E-01 -1.7151E-02  -1.3357E-02 -7.4527E-03
  1456      3.7222E-02   1.5184E-01 -1.7319E-02  -1.4270E-02 -7.3320E-03
  1457      3.7596E-02   1.5305E-01 -1.7488E-02  -1.5188E-02 -7.2096E-03
  1458      3.7974E-02   1.5424E-01 -1.7656E-02  -1.6108E-02 -7.0853E-03
  1459      3.8355E-02   1.5543E-01 -1.7824E-02  -1.7032E-02 -6.9592E-03
  1460      3.8741E-02   1.5659E-01 -1.7991E-02  -1.7959E-02 -6.8314E-03
  1461      3.9130E-02   1.5775E-01 -1.8159E-02  -1.8888E-02 -6.7019E-03
  1462      3.9523E-02   1.5889E-01 -1.8326E-02  -1.9819E-02 -6.5706E-03
  1463      3.9921E-02   1.6001E-01 -1.8492E-02  -2.0752E-02 -6.4376E-03
  1464      4.0322E-02   1.6112E-01 -1.8658E-02  -2.1686E-02 -6.3029E-03
  1465      4.0727E-02   1.6221E-01 -1.8823E-02  -2.2620E-02 -6.1666E-03
  1466      4.1136E-02   1.6328E-01 -1.8988E-02  -2.3556E-02 -6.0286E-03
  1467      4.1550E-02   1.6433E-01 -1.9152E-02  -2.4491E-02 -5.8891E-03
  1468      4.1967E-02   1.6536E-01 -1.9315E-02  -2.5425E-02 -5.7479E-03
  1469      4.2389E-02   1.6637E-01 -1.9478E-02  -2.6359E-02 -5.6053E-03
  1470      4.2815E-02   1.6736E-01 -1.9639E-02  -2.7292E-02 -5.4611E-03
  1471      4.3245E-02   1.6833E-01 -1.9799E-02  -2.8223E-02 -5.3154E-03
  1472      4.3680E-02   1.6927E-01 -1.9959E-02  -2.9151E-02 -5.1683E-03
  1473      4.4119E-02   1.7019E-01 -2.0117E-02  -3.0077E-02 -5.0198E-03
  1474      4.4563E-02   1.7108E-01 -2.0274E-02  -3.1000E-02 -4.8699E-03
  1475      4.5010E-02   1.7195E-01 -2.0430E-02  -3.1918E-02 -4.7187E-03
  1476      4.5463E-02   1.7278E-01 -2.0584E-02  -3.2833E-02 -4.5662E-03
  1477      4.5920E-02   1.7359E-01 -2.0737E-02  -3.3742E-02 -4.4124E-03
  1478      4.6381E-02   1.7437E-01 -2.0888E-02  -3.4647E-02 -4.2574E-03
  1479      4.6847E-02   1.7512E-01 -2.1038E-02  -3.5545E-02 -4.1012E-03
  1480      4.7318E-02   1.7584E-01 -2.1186E-02  -3.6437E-02 -3.9440E-03
  1481      4.7794E-02   1.7652E-01 -2.1332E-02  -3.7322E-02 -3.7856E-03
  1482      4.8274E-02   1.7717E-01 -2.1476E-02  -3.8200E-02 -3.6262E-03
  1483      4.8759E-02   1.7779E-01 -2.1618E-02  -3.9069E-02 -3.4658E-03
  1484      4.9249E-02   1.7837E-01 -2.1758E-02  -3.9929E-02 -3.3045E-03
  1485      4.9744E-02   1.7891E-01 -2.1896E-02  -4.0781E-02 -3.1423E-03
  1486      5.0244E-02   1.7941E-01 -2.2032E-02  -4.1622E-02 -2.9792E-03
  1487      5.0749E-02   1.7988E-01 -2.2166E-02  -4.2452E-02 -2.8154E-03
  1488      5.1259E-02   1.8030E-01 -2.2297E-02  -4.3272E-02 -2.6509E-03
  1489      5.1774E-02   1.8068E-01 -2.2425E-02  -4.4079E-02 -2.4856E-03
  1490      5.2295E-02   1.8102E-01 -2.2551E-02  -4.4874E-02 -2.3198E-03
  1491      5.2820E-02   1.8132E-01 -2.2674E-02  -4.5656E-02 -2.1535E-03
  1492      5.3351E-02   1.8157E-01 -2.2795E-02  -4.6424E-02 -1.9866E-03
  1493      5.3887E-02   1.8177E-01 -2.2912E-02  -4.7178E-02 -1.8193E-03
  1494      5.4429E-02   1.8192E-01 -2.3027E-02  -4.7916E-02 -1.6517E-03
  1495      5.4976E-02   1.8203E-01 -2.3138E-02  -4.8639E-02 -1.4838E-03
  1496      5.5528E-02   1.8209E-01 -2.3246E-02  -4.9345E-02 -1.3156E-03
  1497      5.6086E-02   1.8209E-01 -2.3351E-02  -5.0034E-02 -1.1473E-03
  1498      5.6650E-02   1.8205E-01 -2.3452E-02  -5.0706E-02 -9.7883E-04
  1499      5.7219E-02   1.8195E-01 -2.3550E-02  -5.1358E-02 -8.1036E-04
  1500      5.7794E-02   1.8179E-01 -2.3644E-02  -5.1992E-02 -6.4194E-04
  1501      5.8375E-02   1.8158E-01 -2.3735E-02  -5.2605E-02 -4.7364E-04
  1502      5.8962E-02   1.8131E-01 -2.3821E-02  -5.3198E-02 -3.0551E-04
  1503      5.9555E-02   1.8099E-01 -2.3904E-02  -5.3769E-02 -1.3765E-04
  1504      6.0153E-02   1.8060E-01 -2.3983E-02  -5.4319E-02  2.9874E-05
  1505      6.0758E-02   1.8016E-01 -2.4057E-02  -5.4845E-02  1.9699E-04
  1506      6.1368E-02   1.7965E-01 -2.4127E-02  -5.5349E-02  3.6362E-04
  1507      6.1985E-02   1.7908E-01 -2.4193E-02  -5.5828E-02  5.2969E-04
  1508      6.2608E-02   1.7845E-01 -2.4255E-02  -5.6282E-02  6.9511E-04
  1509      6.3237E-02   1.7775E-01 -2.4312E-02  -5.6710E-02  8.5981E-04
  1510      6.3873E-02   1.7698E-01 -2.4364E-02  -5.7112E-02  1.0237E-03
  1511      6.4515E-02   1.7615E-01 -2.4412E-02  -5.7487E-02  1.1867E-03
  1512      6.5163E-02   1.7525E-01 -2.4454E-02  -5.7835E-02  1.3488E-03
  1513      6.5818E-02   1.7428E-01 -2.4492E-02  -5.8154E-02  1.5098E-03
  1514      6.6479E-02   1.7324E-01 -2.4525E-02  -5.8444E-02  1.6696E-03
  1515      6.7148E-02   1.7212E-01 -2.4552E-02  -5.8704E-02  1.8283E-03
  1516      6.7822E-02   1.7094E-01 -2.4574E-02  -5.8934E-02  1.9856E-03
  1517      6.8504E-02   1.6968E-01 -2.4591E-02  -5.9133E-02  2.1416E-03
  1518      6.9193E-02   1.6834E-01 -2.4602E-02  -5.9299E-02  2.2961E-03
  1519      6.9888E-02   1.6694E-01 -2.4608E-02  -5.9434E-02  2.4491E-03
  1520      7.0590E-02   1.6545E-01 -2.4608E-02  -5.9535E-02  2.6004E-03
  1521      7.1300E-02   1.6389E-01 -2.4602E-02  -5.9603E-02  2.7499E-03
  1522      7.2016E-02   1.6225E-01 -2.4591E-02  -5.9636E-02  2.8977E-03
  1523      7.2740E-02   1.6053E-01 -2.4573E-02  -5.9634E-02  3.0436E-03
  1524      7.3471E-02   1.5873E-01 -2.4550E-02  -5.9597E-02  3.1875E-03
  1525      7.4210E-02   1.5684E-01 -2.4520E-02  -5.9524E-02  3.3293E-03
  1526      7.4955E-02   1.5488E-01 -2.4484E-02  -5.9414E-02  3.4689E-03
  1527      7.5709E-02   1.5284E-01 -2.4442E-02  -5.9267E-02  3.6064E-03
  1528      7.6470E-02   1.5071E-01 -2.4394E-02  -5.9082E-02  3.7414E-03
  1529      7.7238E-02   1.4850E-01 -2.4339E-02  -5.8858E-02  3.8741E-03
  1530      7.8014E-02   1.4621E-01 -2.4277E-02  -5.8596E-02  4.0043E-03
  1531      7.8798E-02   1.4383E-01 -2.4209E-02  -5.8295E-02  4.1319E-03
  1532      7.9590E-02   1.4137E-01 -2.4134E-02  -5.7954E-02  4.2568E-03
  1533      8.0390E-02   1.3882E-01 -2.4052E-02  -5.7572E-02  4.3790E-03
  1534      8.1198E-02   1.3619E-01 -2.3964E-02  -5.7151E-02  4.4983E-03
  1535      8.2014E-02   1.3347E-01 -2.3869E-02  -5.6688E-02  4.6147E-03
  1536      8.2839E-02   1.3066E-01 -2.3766E-02  -5.6184E-02  4.7281E-03
  1537      8.3671E-02   1.2777E-01 -2.3657E-02  -5.5638E-02  4.8384E-03
